	mean_dice	mean_hd95
0	0.7713025492250023	20.117827134645726
1	0.7822668728933582	29.649260220604134
2	0.7881674441538393	30.78001255038854
3	0.7913312960157023	25.99010890876853
4	0.7971554980004945	19.9101182547791
5	0.7777805855896186	30.36555395973885
6	0.8042434940930173	21.02111521270785
7	0.8104941896920522	19.86826657725273
8	0.8081430332299163	20.721748489179717
9	0.8067329668724635	19.875086835084044
10	0.8000076725227673	33.23610897640375
11	0.8086651065715731	22.099522874512562
12	0.8118274908348041	22.254468421172447
