	mean_dice	mean_hd95
0	0.75142881341332	36.750721923291685
1	0.7667990766872947	28.30599426491418
2	0.7830852538887604	26.217220653656085
3	0.7846188604765036	32.99955689769369
4	0.787692183467027	31.02785902929776
5	0.793053316860066	25.05921902024842
6	0.8050073672818497	25.18523348198682
7	0.8156102264114018	23.300791532467027
8	0.8196356824510399	17.3025051414715
9	0.8099388819873147	24.95877606448352
10	0.8197085242046509	23.407560357707638
11	0.8164910619654285	23.029892887506726
12	0.8156906575046411	22.864731449907193
